19	42923050	42928179
19	45310400	45315649
19	45925350	45928979
19	47548900	47552299
19	49130080	49132179
19	49246330	49251199
19	49312350	49317799
19	49841400	49845099
19	50091980	50096699
19	50190100	50192799
19	50311200	50314199
19	55986350	55992199
19	56159080	56163729
19	58788250	58791979
19	58985900	58989149
2	26463700	26470749
2	27577800	27581299
2	71693380	71698379
2	86420630	86422849
2	97535400	97542429
2	128400730	128402849
2	132247880	132249929
2	162929150	162931229
2	219268450	219272979
2	220081700	220083849
2	220279700	220288849
2	220487900	220503449
2	237168450	237173579
2	238393950	238399729
2	241836580	241839499
2	242798300	242803129
20	3183500	3185779
20	3744750	3749799
20	3798150	3802979
20	30597300	30599829
20	44043350	44050849
20	60691250	60697399
20	60980500	60982679
20	61422600	61429579
20	62127280	62136049
20	62257800	62260899
20	62487700	62491949
20	62598150	62605699
20	62683150	62687899
21	44894180	44902029
21	45342180	45350899
22	18889580	18893529
22	19507780	19514699
22	19554700	19558529
22	20007100	20014429
22	20019100	20021679
22	20103200	20105499
22	20115300	20119029
22	20191650	20194949
22	20307150	20310579
22	24572450	24574579
22	24576000	24579399
22	24813880	24818099
22	24819650	24822699
22	25759850	25762399
22	29277680	29279749
22	29700700	29709399
22	31513550	31520899
22	36005130	36020099
22	38844330	38850849
22	41863350	41867199
22	42980000	42982049
22	47022480	47025799
22	50346600	50353799
22	50746300	50752549
22	51014300	51022929
3	9884280	9887099
3	16304800	16310129
3	46503580	46506349
3	46730700	46739949
3	46741050	46744679
3	46901750	46917629
3	47016580	47030849
3	47553250	47555429
3	48538100	48542099
3	48645280	48647579
3	48933350	48937749
3	49129400	49133149
3	49140100	49143649
3	49156450	49159799
3	49167180	49174629
3	49201400	49205299
3	49207300	49215029
3	49839150	49847149
3	50323480	50326949
3	50327080	50332249
3	50332550	50342399
3	51995350	52003949
3	52015700	52019599
3	52442050	52446799
3	52525050	52530899
3	58221830	58225429
3	122687430	122699229
3	123410600	123414179
3	127871100	127876849
3	142313680	142316179
3	183732100	183737229
3	183902130	183905599
3	184532400	184534899
3	194303850	194306349
3	196667800	196671699
4	679900	684749
4	698200	702999
4	1242630	1244849
4	2264730	2269349
4	2787230	2795149
4	17512050	17515299
4	106628350	106631429
4	153603800	153605849
4	185302650	185313499
5	192450	196749
5	269850	272399
5	65890530	65892729
5	68512880	68516199
5	133770180	133776179
5	133844100	133848449
5	138730080	138733299
5	170213550	170217499
5	175105900	175116349
5	175966880	175972279
5	180470430	180473549
6	14117500	14120079
6	29621000	29627249
6	31742700	31745649
6	31829100	31832549
6	33243600	33248429
6	33544230	33549349
6	33552330	33560199
6	33712580	33716449
6	34358350	34362149
6	36833600	36839979
6	42987230	42990699
6	43137430	43143849
6	43273300	43276279
6	43478000	43481749
6	43967850	43979399
6	132127250	132129929
6	140295180	140297829
7	854830	858799
7	1087930	1097449
7	2665930	2668029
7	30944450	30966699
7	44101430	44106729
7	44176550	44180699
7	45195050	45197099
7	56030430	56037579
7	73701450	73706329
7	75615600	75625479
7	76020330	76025699
7	95223880	95231629
7	97736250	97738279
7	116588580	116591829
7	128498250	128501749
7	142981380	142987279
7	150079080	150082479
7	150884380	150886499
8	1770700	1774149
8	9011450	9014329
8	19533450	19536879
8	22453030	22464799
8	28198280	28200299
8	41511200	41530879
8	107780580	107784049
8	125461880	125464499
8	135850700	135854679
8	144289550	144292349
8	144294750	144296949
8	144640180	144642199
8	144659150	144662599
8	145041550	145051029
8	145055750	145062349
8	145115030	145119379
8	145542450	145545779
8	145546230	145550849
8	145652030	145657279
8	145725930	145730229
8	145732030	145734849
8	146015880	146019829
9	33400630	33403099
9	35810700	35815449
9	95430680	95434079
9	116324450	116338849
9	129087400	129091479
9	130538250	130540529
9	130563450	130566979
9	131464700	131469279
9	133319850	133323549
9	134153400	134155549
9	134161100	134177199
9	135987050	135999829
9	137292200	137306529
9	139217600	139224349
9	139247580	139249749
9	139440700	139445029
9	139549230	139560549
9	139578950	139581679
9	139582850	139586629
9	139641350	139644029
9	139685050	139687199
9	139832150	139847999
9	139867530	139871599
9	139873150	139879049
9	139883230	139889449
9	140081500	140084979
9	140114550	140116549
9	140116700	140119679
9	140144030	140149999
9	140167930	140173429
